,data_origin,text,sdg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,data_ml,original,ratio_0.25,ratio_0.50,ratio_0.75,ratio_0.90
0,paper abstract,"We developed a conceptual framework linking key indicators of SDG 1 progress to tuberculosis incidence via well described risk factor pathways and populated it with data from the SDG data repository and the WHO tuberculosis database for 192 countries. Correlations and mediation analyses informed the strength of the association between the SDG 1 subtargets and tuberculosis incidence, resulting in a simplified framework for modelling. The simplified framework linked key indicators for SDG 1 directly to tuberculosis incidence. We applied an exponential decay model based on linear associations between SDG 1 indicators and tuberculosis incidence to estimate tuberculosis incidence in 2035.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
1,paper abstract,"SDG1 presents the global community with an important, but highly challenging goal. When discussing tourism’s potential to contribute to SDG1 to “end poverty in all its forms everywhere”, the multidimensional nature of poverty must be considered rather than focusing solely on economic deprivation. Specifically, we need to shift the focus beyond how tourism can foster economic growth, provide jobs and income, to considering sociopolitical aspects of poverty and how structural inequalities are impeding people’s development. The contradictions involved in poor people, in poor locations, with poor labour rights, putting on smiling faces to serve rich guests of former colonial powers and to clean up their messes, should not be overlooked if we are genuinely interested in challenging the negative aspects of global tourism and making it more equitable and sustainable in the future. Thus, if governments and tourism industry players wish to do more than pay lip service to SDG1, they will need to make some significant changes to the way in which they work. This article will draw inspiration from tourism businesses in Fiji that are addressing SDG1 and related goals, and discuss how they have the potential to contribute to longer-term sustainable development.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
2,paper abstract,"This chapter proposes the use of the sustainable livelihood framework as a powerful conceptual approach for research aimed at understanding the interaction between global investment, local livelihoods and poverty reduction in resource regions. The chapter applies the SLF as a tool to develop recommendations for poverty alleviation, showing how it can contribute to SDG 1 No Poverty. The innovative application of the SLF helps us understand the ways in which key areas of research connect and interact as constituent components inherent in the framework. This chapter also argues that this framework helps increase our understanding of the ways communities build capacity to forge sustainable livelihoods in resource regions. It thus presents a justification for the use of the SLF, followed by an examination of the SLF principles, their implications for communities and relevance for empirical research in this field. The chapter also shows the way in which the SLF can be modified for application to local circumstances through case studies conducted in two resource regions of Colombia. Nevertheless, the findings of the research can be applied to other resource locations elsewhere.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
3,paper abstract,"In order to reduce poverty and achieve Goal 1 of the 2030 Agenda for Sustainable Development, countries’ foreign trade flows must be a driving force for productive activity, as proposed by the WTO-led Aid for Trade initiative. This work analyzes the evolution of international trade in goods and services between Africa’s Least Developed Countries and customers and suppliers from other countries between 2005 and 2015, based on the information provided by UNCTAD and the World Bank. The results confirm a greater degree of trade openness and especially an increase in service imports. Overall, the data show that the purchases made in the international market have a greater marginal effect on GDP than sales, leading to the conclusion that changes in trade policy are needed, at both international and national level. Actions should be aimed at ensuring that the growing integration of these economies in the world trade system does not result in continued deficits in the trade balance but, on the contrary, does contribute to GDP growth and poverty reduction.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
4,paper abstract,"Shuidonggou Locality 1 protocol. The OSL ages of five samples from the cultural layer in the section excavated in 1963 were between 32 ± 3 ka and 39 ± 4 ka, and four samples from the cultural layer excavated in 1980 were dated from 42 ± 3 ka to 46 ± 3 ka.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
5,paper abstract,"This article begins by highlighting the strengths of the Sustainable Development Goals , which guided international action against poverty between 2000 and 2015. Then, through an analysis of SDG 1 - the goal that aims to end poverty in all forms everywhere - it argues that while the SDGs make important advances over the MDGs, they are marred by weakly worded targets that provide little indication of how the goal will be achieved and by whom. This basic flaw, the article further argues, is a reflection of two deeper, foundational problems that apply to the SDGs as a whole. The first is that the SDGs make it easy for governments to go slow on the realisation of human rights, and the second is that the SDGs do not specify a clear division of labour, which is what a human rights-based duty to eradicate severe poverty fundamentally requires.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
6,paper abstract,"Governments worldwide have adopted the Sustainable Development Goals , and knowledge transfer are identified for nudging MNEs toward SDG1. Nevertheless, the potential impact may not be realized due to the inappropriate strategies of the MNE, the drawbacks of the policies of the host government, and/or systemic challenges of the host country context. This chapter further explores the positive and negative impact on these pathways as a step toward exploring how MNEs can contribute to all the SDGs.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
7,paper abstract,"As a Muslim-majority country, Bangladesh is yet to incorporate the Islamic tools of poverty eradication like zakah and waqf in the national poverty eradication policies and strategies though waqf resources pose huge potentialities to attain Sustainable Development Goal-1 aiming at “Ending Poverty”. Usually, waqf resources are spent privately to establish and run different religious institutions where the diversified uses of it to bring the poor people out of the bane of poorness by managing the resources gets less attention. Most of the waqf estates are unregistered, illegally occupied, underutilized or unutilized to meet the social well-being sustainably due to policy deficiency and poor administrative arrangement. This paper aims to seek the way how the waqf resource can be a powerful tool to attain the SDG-1. It provides a sevenfold strategic model to mobilize the waqf resources under the seven targets of SDG-1 and suggestions to revitalize waqf for attaining broadest social well-being in Bangladesh.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
8,paper abstract,"Poverty is one of the most pressing issues in the world, and progress toward poverty reduction has been deaccelerated due to the global COVID-19 pandemic. In this chapter, the authors define Sustainable Development Goal 1, No Poverty, and discuss how sport industry actors may play a role in poverty reduction. The authors offer an overview of the sustainable livelihoods framework , a holistic framework for understanding how sustainable livelihoods may address poverty. Following an outline of the SLF's key components and how the framework relates to SDG 1 and sport, the authors highlight ways forward and potential challenges of employing the SLF for empirical investigations in regard to poverty, sport, and SDG 1. They conclude the chapter by identifying some sport industry actors working to achieve SDG 1.",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
9,paper abstract,"Poverty is one of the most tremendous problems of the modern world community. This is a condition in which people are not able to satisfy the range of bare necessities, and therefore not only eat a wholefood diet, but also study, find a job, provide for their family. The primary task of the world community and international organizations is to breake this vicious circle. The 2030 Agenda for Sustainable Development includes 17 Sustainable Development Goals, the first of which is the poverty eradication .",1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,train,1.0,1.0,1.0,1.0,1
